tempos,pesos
0.00014209747314453125,0.007334638244224918
0.10781073570251465,0.05114061314409493
0.20646429061889648,0.015976606033156225
0.32974886894226074,0.011670971221819232
0.44423794746398926,0.031459587900770164
0.542353630065918,0.028699121830197783
0.6284680366516113,0.021859639630325844
0.7046604156494141,0.052385053761325365
0.7757320404052734,0.027764018580200885
0.852550745010376,0.03849674841335459
0.9138872623443604,0.040256863107468545
0.9777989387512207,0.033771977206694816
1.0449719429016113,0.0481857044134949
1.1112205982208252,0.0019469144108573667
1.179565191268921,0.02080415402872783
1.2510027885437012,0.016026946459007256
1.315833330154419,0.012372664336785936
1.3874335289001465,0.034264294602617
1.450721025466919,0.03469403524497453
1.5133426189422607,0.005304125863332952
1.5797901153564453,0.051290659895413315
1.651601791381836,0.018214070000444435
1.7438442707061768,0.017132012860710335
1.8634281158447266,0.04929687829600609
1.9583499431610107,0.04894894897886555
2.0622613430023193,0.0232322159551117
2.1666440963745117,0.0230298294794896
2.2684197425842285,0.01006313116410756
2.390376091003418,0.038975138983335704
2.498797655105591,0.04030825938774997
2.606323719024658,0.018201035330811965
2.718618154525757,0.052659913066235284
2.8356475830078125,0.047451568640225456
2.9443323612213135,0.015405093337287543
3.0566763877868652,0.037171561946827025
3.170405387878418,0.0006565085818269023
3.277153491973877,0.016471397614563146
3.382126569747925,0.0012448004071993796
3.491926431655884,0.016248695488958957
3.6016359329223633,0.023868353605557904
3.734053373336792,0.014901951994731651
3.8327722549438477,0.0019162468419541426
3.974465847015381,0.01835063123914204
4.0972864627838135,0.03068475992380739
4.187277317047119,0.012799089711964456
4.310006618499756,0.03333410897989287
4.416895389556885,0.0025384505577424822
4.540502071380615,0.04335091476302479
4.636270523071289,0.011365669959019416
4.763173580169678,0.0010544901465752842
4.907060146331787,0.021731948183752996
5.0863587856292725,0.016879822560040586
5.204066514968872,0.011500156163215333
5.2893877029418945,0.04510039400618932
5.375589847564697,0.01574124466889258
5.492838144302368,0.018648835493386157
5.581739664077759,0.021241751429037725
5.6819963455200195,0.022633461906638012
5.810418128967285,0.01707786157885581
5.924067974090576,0.04707039651013232
6.04422926902771,0.00992266382346512
6.165117025375366,0.019391023948155842
6.288229465484619,0.029703861691721893
6.410104274749756,0.019085591655621775
6.536923885345459,0.041196864930561
6.658329248428345,0.03537046973367618
6.777461051940918,0.020199541686450228
6.929231643676758,0.0054319502158087654
7.045677900314331,0.024645337962109215
7.162486791610718,0.034704186443947606
7.272521495819092,0.044088658715855496
7.390446901321411,0.00821439207112038
7.51314640045166,0.006733284356672052
7.6328489780426025,0.035094373723193975
7.758336067199707,0.0015380572259227798
7.8982813358306885,0.03668110590549195
8.004619836807251,0.04330901392017317
8.111084699630737,0.0024011440620123445
8.240579843521118,0.020035253631825685
8.356317520141602,0.04765120564927732
8.44345498085022,0.012117015366843505
8.554208755493164,0.009026855177414823
8.660390853881836,0.014275701417225721
8.785804271697998,0.028252337221830057
8.942441463470459,0.01229649607622094
9.067415952682495,0.04407221153489345
9.151572227478027,0.02085608741503378
9.276538133621216,0.01884731398166328
9.393323183059692,0.03686094968472631
9.497935056686401,0.03722528006232602
9.623587131500244,0.01972482595332688
9.748775482177734,0.01796173668719048
9.86033010482788,0.05306595884282193
9.97846269607544,0.03973472439461375
10.095481395721436,0.028708114668857622
10.191394090652466,0.02415612443381022
10.310990571975708,0.016594759434634954
10.405577182769775,0.00019411945189910814
10.501078605651855,0.002800512699504112
10.591119050979614,0.040286749765369556
10.692754983901978,0.022360614255578264
10.782132625579834,0.0029829182566137244
10.876991510391235,0.01196499470919904
10.974147081375122,0.020880038634478612
11.087932825088501,0.05043468331621775
11.198126554489136,0.00782410638983285
11.341471433639526,0.0005700705546085997
11.41357421875,0.015057726215982106
11.528935194015503,0.04779342318523953
11.667670488357544,0.04267197023421159
11.760644435882568,0.022109840096630026
11.90610671043396,0.04975849182561282
12.022399187088013,0.05122301075757044
12.119009017944336,0.04259885316402194
12.232680797576904,0.020989048706767776
12.396082162857056,0.03707961923116706
12.552760124206543,0.006364685359707929
12.729244232177734,0.03887825659648972
12.889152526855469,0.009684116365867466
13.020066976547241,0.04751494262200123
13.163522720336914,0.010985269662926655
13.269668340682983,0.017979087024057625
13.37335753440857,0.027911635705490906
13.477404356002808,0.011477813901988652
13.61506700515747,0.00795514308551929
13.692166566848755,0.021458708456537343
13.822714805603027,0.030871734536462574
13.934962749481201,0.014868408841219498
14.042266607284546,0.047444347174053284
14.13270092010498,0.029040180146871243
14.225883722305298,0.03925517552843222
14.314565658569336,0.0319703562234991
14.445389032363892,0.004226811299223936
14.537376403808594,0.01761835200893489
14.657877445220947,0.0316911270773413
14.755469799041748,0.001209471198855545
14.879032611846924,0.012906880002808777
14.994793891906738,0.02207316883693046
15.104620218276978,0.03253439238356075
15.226837158203125,0.013915785859129018
15.370338678359985,0.023551483101932332
15.475197315216064,0.030733579312721925
15.605393409729004,0.03649425124452327
15.690969228744507,0.013452087762137814
15.79158639907837,0.0021847547320602203
15.926806211471558,0.01934668652560174
16.020024061203003,0.03460619510022731
16.124302864074707,0.036861315594347084
16.262558221817017,0.029318615986321784
16.334166526794434,0.04256115676071078
16.43679404258728,0.04397612300760399
16.5612850189209,0.009063222608648338
16.668506622314453,0.043905194002363146
16.77634048461914,0.019140915397212924
16.890753507614136,0.006863843853306064
17.028889417648315,0.03946250277849651
